Link,n_hits,all_links,category,id,url,hs_path,profile,permalink,created_at,sic_code,service_area,hours,products,services,brands,specialities,established,employee_cnt,payment_method,diplomas,licenses,memberships,liability_insurance,bonded,project_rate,project_minimum,written_contract,written_warranty,warranty_terms,parent_company_id,name,total_number_of_reviews_cache,total_number_of_approved_reviews_cache,number_of_photos_cache,avg_rating_cache,categories_info_cache,savings_count,claimed_at,fraudulent,fraudulent_count,total_number_of_pending_reviews_cache,images_count,bully,secret,replied_to_at_least_one_review_cache,latest_approved_review_created_at,has_set_tasks,lead_purchase_eligible,service_area_id,star_score,quote_button_category,direct_phone,direct_contact,completion_percent_cache,subdomain
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,204217,NA,/companies/204217-dot-patio-home?searched_category_id=364&service_area=1802941,NA,dot-patio-home,2008-01-23T10:26:19.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,59589,Dot Patio & Home,1,1,0,8,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,2012-03-17T13:20:21.000-04:00,FALSE,FALSE,1802941,43.9580183679,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,2776447,http://articspas.com,/companies/2776447-artic-spas?searched_category_id=364&service_area=1828801,NA,artic-spas,2009-10-05T11:31:16.000-04:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1839499,Artic Spas,1,1,0,8,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,2009-10-05T11:32:23.000-04:00,FALSE,FALSE,1828801,35.3551862766,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,2590203,NA,/companies/2590203-pool-shoppe-the?searched_category_id=364&service_area=1603407,NA,pool-shoppe-the,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1653255,The Pool Shoppe,10,10,0,5.6,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,2014-07-07T13:45:50.000-04:00,FALSE,FALSE,1603407,44.8655975072,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,2785195,NA,/companies/2785195-the-brick?searched_category_id=364&service_area=1841845,NA,the-brick,2011-03-05T10:21:20.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1848247,The Brick,7,5,0,2.2,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,2012-11-04T04:38:30.000-05:00,FALSE,FALSE,1841845,16.7668101406,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,228353,NA,/companies/228353-united-furniture-warehouse?searched_category_id=364&service_area=1802984,NA,united-furniture-warehouse,2008-01-23T10:37:22.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,78921,United Furniture Warehouse,1,1,0,0,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,2012-04-13T23:13:46.000-04:00,FALSE,FALSE,1802984,0.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,202324,NA,/companies/202324-crate-designs-ltd?searched_category_id=364&service_area=1803954,NA,crate-designs-ltd,2008-01-23T10:25:26.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,58009,Crate Designs Ltd,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1803954,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,214378,NA,/companies/214378-lo-presti-imported-furniture?searched_category_id=364&service_area=1806359,NA,lo-presti-imported-furniture,2008-01-23T10:31:05.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,67746,Lo Presti Imported Furniture,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1806359,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,214938,NA,/companies/214938-macfrugal-s-furniture?searched_category_id=364&service_area=1806497,NA,macfrugal-s-furniture,2008-01-23T10:31:20.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,68197,Macfrugal's Furniture,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1806497,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,2700995,NA,/companies/2700995-zack-s-furniture-appliances?searched_category_id=364&service_area=1714199,NA,zack-s-furniture-appliances,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1764047,Zack's Furniture & Appliances,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1714199,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,2695440,NA,/companies/2695440-sight-scents?searched_category_id=364&service_area=1708644,NA,sight-scents,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1758492,Sight & Scents,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1708644,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,2648721,NA,/companies/2648721-barton-furniture-liquidation?searched_category_id=364&service_area=1661925,NA,barton-furniture-liquidation,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1711773,Barton Furniture Liquidation,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1661925,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,226908,http://www.hbc.com,/companies/226908-the-bay?searched_category_id=364&service_area=1817004,"Sophisticated, casual, indoors or out: the Bay has furnishings to suit your style.",the-bay,2006-05-05T20:00:00.000-04:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,77698,The Bay,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1817004,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,2629551,NA,/companies/2629551-macfrugal-s-furniture?searched_category_id=364&service_area=1642755,NA,macfrugal-s-furniture,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1692603,MacFrugal's Furniture,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1642755,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,2675818,NA,/companies/2675818-harmony-furniture?searched_category_id=364&service_area=1689022,NA,harmony-furniture,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1738870,Harmony Furniture,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1689022,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,2698422,NA,/companies/2698422-the-new-furniture-house?searched_category_id=364&service_area=1711626,NA,the-new-furniture-house,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1761474,The New Furniture House,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1711626,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,2698650,NA,/companies/2698650-the-new-furniture-house?searched_category_id=364&service_area=1711854,NA,the-new-furniture-house,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1761702,The New Furniture House,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1711854,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,200568,NA,/companies/200568-chez-bon-bon?searched_category_id=364&service_area=1806091,NA,chez-bon-bon,2008-01-23T10:24:41.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,56635,Chez-Bon Bon,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1806091,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,209212,NA,/companies/209212-hamilton-furniture-gallery-ltd?searched_category_id=364&service_area=1803814,NA,hamilton-furniture-gallery-ltd,2008-01-23T10:28:41.000-05:00,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,63628,Hamilton Furniture Gallery Ltd,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1803814,-1.0,364,NA,NA,NA,NA
https://homestars.com/on/carlisle/furniture,47,"c(""https://homestars.com/on/carlisle/furniture?&page=2&"", ""https://homestars.com/on/carlisle/furniture?&page=3&"", ""https://homestars.com/on/carlisle/furniture?&page=4&"", ""https://homestars.com/on/carlisle/furniture?&page=5&"")",Furniture,2761358,NA,/companies/2761358-montauk-inc?searched_category_id=364&service_area=1774562,NA,montauk-inc,2008-03-04T16:55:15.000-05:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,1824410,Montauk Inc,0,0,0,NA,"Furniture, Bedroom Furniture, Office Furniture, Furniture Store, Kid Furniture, Patio Furniture, Baby Furniture, Contemporary Furniture, Dining Room Furniture, furniture stores, the furniture store, furniture store, furniture shops, office furniture, patio furniture, home furnishings, the furniture warehouse, warehouse furniture, furniture warehouse, home furniture, furniture shop, bedroom furniture, furniture bedroom, home decorating, outdoor furniture, room furniture, room to room furniture, outside furniture, used furniture, bed furniture, house furniture, city furniture, furniture city, outlet furniture, furniture outlet, wood furniture, furniture for sale, furniture sale, sale furniture, furniture on sale, out door furniture, cheap furniture, furniture cheap, furnitures, sofa furniture, furniture modern, modern furniture, furniture discount, discount furniture, old furniture, furniture outlets, ,",0,NA,FALSE,0,0,0,FALSE,NA,FALSE,NA,FALSE,FALSE,1774562,-1.0,364,NA,NA,NA,NA
